gidx	chrom	start	end	srd	tpm	IQR	gid	n_tss
g374	B01	18039218	18039489	+	12.488779409512636	98	Zm00001d027943	1
g375	B01	18049955	18050169	+	18.566559757682587	41	Zm00001d027944	1
g376	B01	18087824	18087957	-	3.332470690911658	81	Zm00001d027946	1
g377	B01	18134329	18134440	-	9.426430829572816	4	Zm00001d027947	2
g378	B01	18147150	18147165	+	3.1936070364764473	6	Zm00001d027948	1
g379	B01	18159674	18159693	+	7.873989683469187	4	Zm00001d027949	1
g380	B01	18185492	18185678	+	6.038282034161234	98	Zm00001d027950	1
g381	B01	18274516	18274597	+	1.0353340029078806	64	Zm00001d027954	1
g382	B01	18320914	18321373	-	11.294917491135905	224	Zm00001d027957	3
g383	B01	18451670	18451941	+	33.92384331139768	82	Zm00001d027962	1
g384	B01	18460018	18460207	+	3.909185054820226	81	Zm00001d027963	1
g385	B01	18511765	18512168	+	141.50663945440888	2	Zm00001d027965	1
g386	B01	18522397	18522549	-	8.51442768481615	37	Zm00001d027966	1
g387	B01	18522596	18522827	+	15.246171790432449	23	Zm00001d027967	1
g388	B01	18597025	18597102	+	1.0425646197749376	43	Zm00001d027969	1
g389	B01	18907842	18908003	+	2.091300351629039	97	Zm00001d027973	1
g390	B01	18956771	18957080	-	2.9115294241118157	116	Zm00001d027975	1
g391	B01	19022971	19023346	+	44.67780866341597	32	Zm00001d027976	1
g392	B01	19170798	19170828	-	0.4555513798742857	26	Zm00001d027978	1
g393	B01	19312919	19313057	+	7.811622127415929	42	Zm00001d027982	1
g394	B01	19313477	19313573	-	0.34480189944043593	76	Zm00001d022686	1
g395	B01	19324702	19324794	-	0.5318453105650217	68	Zm00001d027983	1
g396	B01	19433151	19433190	+	1.6273628724806064	4	Zm00001d027987	1
g397	B01	19437581	19438030	-	230.72032799334914	1	Zm00001d027988	1
g398	B01	19584536	19584854	+	24.183593842487554	78	Zm00001d027991	1
g399	B01	19594716	19595154	+	19.129813102895046	70	Zm00001d027992	1
g400	B01	19665439	19665451	-	0.7681037866112416	2	Zm00001d027995	1
g401	B01	19702230	19702365	-	43.719886150116224	8	Zm00001d027996	1
g402	B01	19886668	19887442	+	15.413817147733246	510	Zm00001d027998	1
g403	B01	19908842	19909093	-	10.036408427347192	88	Zm00001d027999	1
g404	B01	19960621	19960748	+	5.7555231269498135	40	ENSRNA049472011	1
g405	B01	19963300	19963522	-	11.748658930207746	46	Zm00001d028003	1
g406	B01	19969354	19969454	-	1.5686896594973387	9	Zm00001d028004	1
g407	B01	20026572	20026816	-	7.3235178134376415	98	Zm00001d028005	1
g408	B01	20032731	20032935	-	2.0447666571808805	139	Zm00001d028006	1
g409	B01	20131113	20131266	-	1.7095143732249225	89	Zm00001d028007	1
g410	B01	20137188	20137202	-	0.7321586527830434	13	Zm00001d028008	1
g411	B01	20230523	20230731	-	3.7858716718610355	103	Zm00001d028009	1
g412	B01	20268789	20268922	-	7.9211028093064435	37	Zm00001d028010	1
g413	B01	20293046	20293064	-	2.6864576943497256	4	Zm00001d028011	1
g414	B01	20300268	20300419	+	0.6917980579129981	27	Zm00001d028012	1
g415	B01	20426457	20426587	-	2.1642381103016106	54	Zm00001d028018	1
g416	B01	20533286	20533411	+	4.429244461108097	91	Zm00001d028020	1
g417	B01	20604416	20604583	+	6.79700418311378	77	Zm00001d028022	1
g418	B01	20740339	20741740	+	32.72036135410074	910	Zm00001d028024	1
g419	B01	20836278	20836354	-	4.789985325723532	12	Zm00001d028025	1
g420	B01	20930864	20931247	+	3.9036609694467397	119	Zm00001d028034	2
g421	B01	21187272	21187439	+	16.3363576590259	64	Zm00001d028038	1
g422	B01	21287191	21287420	+	4.30870484895321	122	Zm00001d028039	1
g423	B01	21296912	21297036	-	5.87954249222908	61	Zm00001d028040	1
g424	B01	21388693	21388907	-	2.791853267154635	136	Zm00001d028043	2
g425	B01	21501766	21524084	+	27.75986720467889	230	Zm00001d028045	2
g426	B01	21553310	21553429	+	2.590418498441094	82	Zm00001d028047	1
g427	B01	21680590	21680790	+	12.328709921834616	58	Zm00001d028050	1
g428	B01	21762036	21762104	+	3.1126787219357723	50	Zm00001d028053	1
g429	B01	21770480	21770802	+	4.970404446063083	189	Zm00001d028054	2
g430	B01	21776312	21776515	-	12.816103883511166	122	Zm00001d028055	1
g431	B01	21776999	21777281	+	4.971108610849185	191	Zm00001d028056	1
g432	B01	21860293	21860312	-	0.34266011489919534	1	Zm00001d028063	1
g433	B01	21860543	21860682	-	1.3767443205266463	118	Zm00001d028062	1
g434	B01	21883809	21883978	+	16.00553143215993	60	Zm00001d028064	1
g435	B01	21979143	21979454	+	7.291154699219358	184	Zm00001d028071	1
g436	B01	21990103	21999042	+	18.402431216874152	8696	Zm00001d028073	2
g437	B01	22016552	22016569	+	1.1633922680796964	3	Zm00001d028074	1
g438	B01	22057648	22070146	-	5.156879327940081	12348	Zm00001d028075	4
g439	B01	22274063	22274145	-	1.4818482955989658	31	Zm00001d028084	1
g440	B01	22599529	22599715	+	14.408880559243055	75	Zm00001d028088	1
g441	B01	22613217	22613532	-	5.50490372504619	189	Zm00001d028089	1
g442	B01	22740791	22741254	-	45.81392818226049	4	Zm00001d028093	2
g443	B01	22842903	22843803	-	149.9066254409075	192	Zm00001d028094	3
g444	B01	22891565	22891699	-	3.230838413891189	81	Zm00001d028096	1
g445	B01	22891738	22891977	+	10.632579858434728	94	Zm00001d028097	1
g446	B01	22960046	22960226	+	1.7853599146179617	88	Zm00001d028098	1
g447	B01	23003770	23004606	-	5.050527883134883	613	Zm00001d028100	4
g448	B01	23004455	23004705	+	25.58808422207707	76	Zm00001d028102	2
g449	B01	23014398	23014407	+	1.7842194617408642	3	Zm00001d028103	1
g450	B01	23022766	23022882	-	0.8028563129551555	81	Zm00001d028104	1
g451	B01	23022899	23022971	+	1.4223398281829969	10	Zm00001d028105	1
g452	B01	23033276	23033342	-	0.5042224453480142	43	Zm00001d028107	1
g453	B01	23110411	23110556	+	3.731474148392768	57	Zm00001d028109	1
g454	B01	23122726	23122921	-	1.355924366461682	147	Zm00001d028111	1
g455	B01	23147644	23147951	+	20.909367308099498	15	Zm00001d028112	1
g456	B01	23243305	23243392	+	4.903213270123711	60	Zm00001d028113	1
g457	B01	23265172	23265426	+	6.949996054374925	93	Zm00001d028114	1
g458	B01	23271496	23271505	-	2.758817155923393	5	Zm00001d028116	1
g459	B01	23322967	23325428	-	97.77294235763136	3	Zm00001d028117	3
g460	B01	23562706	23563085	-	3.846314190891211	229	Zm00001d028125	2
g461	B01	23601398	23605320	+	0.7683681775818069	3900	Zm00001d028128	2
g462	B01	23625799	23626116	+	13.974795071791736	6	Zm00001d028129	2
g463	B01	23634542	23634765	-	12.166066382375025	136	Zm00001d028130	1
g464	B01	23952243	23952265	-	0.49095103274406715	18	Zm00001d028138	1
g465	B01	23962642	23962821	-	2.292892711749191	53	Zm00001d028139	1
g466	B01	23975241	23975271	+	0.6496029160652536	29	Zm00001d022696	1
g467	B01	23975917	23976103	+	5.220804747226146	82	Zm00001d028140	2
g468	B01	24000737	24001032	+	11.79134193238069	121	Zm00001d028143	1
g469	B01	24014067	24014154	-	1.84777823656393	25	Zm00001d028144	1
g470	B01	24298429	24298632	-	50.03228670028099	4	Zm00001d028151	2
g471	B01	24310546	24310720	+	2.110627976141454	51	Zm00001d028152	1
g472	B01	24328782	24329025	+	31.416139607430416	44	Zm00001d028153	1
g473	B01	24416841	24416867	+	0.6125253062501702	2	Zm00001d028154	1
g474	B01	24572038	24572080	+	2.2505110908810066	5	Zm00001d028159	1
g475	B01	24593562	24593754	-	8.096572245714542	7	Zm00001d028160	1
g476	B01	24672848	24673099	+	9.53191323044815	6	Zm00001d028161	1
g477	B01	24776357	24778720	-	4.700679496148824	2332	Zm00001d028162	3
g478	B01	24946732	24946888	+	13.84093790948286	9	Zm00001d028164	1
g479	B01	25049883	25050094	-	108.35231249017068	7	Zm00001d028167	1
g480	B01	25115975	25116567	+	8.757350381148413	160	Zm00001d028170	2
g481	B01	25305776	25305896	+	6.228203483030775	21	Zm00001d028173	1
g482	B01	25495848	25496012	+	1.4969147843856188	72	Zm00001d028174	1
g483	B01	25566186	25566369	-	12.404266811335797	37	Zm00001d028177	1
g484	B01	25632492	25632854	+	5.379515161399241	316	Zm00001d028180	2
g485	B01	25715080	25715191	+	8.22404387504721	40	Zm00001d028181	1
g486	B01	25732122	25732357	-	40.83827730356815	65	Zm00001d028183	1
g487	B01	25734019	25734241	+	15.717580989594978	131	Zm00001d028184	1
g488	B01	25740807	25740997	-	7.466123694342483	156	Zm00001d028185	2
g489	B01	25742165	25742238	+	0.539519286387015	58	Zm00001d028186	1
g490	B01	25755223	25755627	+	20.10750599600264	153	Zm00001d028187	1
g491	B01	25767089	25767441	-	5.96283713986992	268	Zm00001d028188	3
g492	B01	25773788	25774131	-	14.350105408844163	124	Zm00001d028189	1
g493	B01	25791583	25791743	+	13.793257730385777	96	Zm00001d028191	1
g494	B01	25916542	25916615	+	10.890051424596328	4	Zm00001d028193	1
g495	B01	25926221	25926412	-	2.963002527560184	119	Zm00001d028194	1
g496	B01	25930331	25930449	-	1.6172643425962425	43	Zm00001d028195	1
g497	B01	25936099	25936342	-	6.6580123574648296	97	Zm00001d028197	1
g498	B01	26008893	26009092	-	7.587473498237439	41	Zm00001d028199	2
g499	B01	26041466	26043207	+	26.576457926421313	37	Zm00001d028201	2
g500	B01	26130952	26131080	+	5.70728119322154	5	Zm00001d028203	1
g501	B01	26186957	26187032	-	1.6297075290422898	47	Zm00001d028205	1
g502	B01	26334244	26334429	+	20.91189805085868	48	Zm00001d028207	1
g503	B01	26428346	26428653	+	23.896852036313984	111	Zm00001d028208	1
g504	B01	26517952	26517974	+	2.0980457784522764	5	Zm00001d028210	1
g505	B01	26529709	26529868	-	2.044456127955348	126	Zm00001d028211	1
g506	B01	26609512	26609887	-	13.30506369440174	128	Zm00001d028213	1
g507	B01	26613798	26615314	-	18.954099310698638	1246	Zm00001d028214	2
g508	B01	26771158	26771314	+	3.1663866685527955	89	Zm00001d028216	1
g509	B01	26899578	26899689	-	14.326245141332768	48	Zm00001d028218	1
g510	B01	26903670	26903806	+	17.533236144329333	6	Zm00001d028219	2
g511	B01	27042515	27042620	+	3.685691879275693	47	Zm00001d028220	1
g512	B01	27051465	27051627	-	17.59505499246677	76	Zm00001d028221	1
g513	B01	27086748	27087164	-	2.2353288747344826	205	Zm00001d028222	3
g514	B01	27256230	27256275	+	0.7035946325352738	14	Zm00001d028225	1
g515	B01	27269478	27269599	-	2.5986660513307136	71	Zm00001d028226	1
g516	B01	27280014	27280324	+	12.801335853178038	38	Zm00001d028227	2
g517	B01	27291249	27293767	-	2.1257650537972888	2510	Zm00001d028228	2
g518	B01	27313291	27313348	-	5.5831063140485355	5	Zm00001d028230	1
g519	B01	27407313	27407382	+	17.40992342979688	3	Zm00001d028231	1
g520	B01	27419678	27419748	-	3.5185768309721883	22	Zm00001d028232	1
g521	B01	27502726	27503004	-	4.916947757869354	94	Zm00001d028235	1
g522	B01	27571826	27572011	+	1.3776562026442705	70	Zm00001d028237	1
g523	B01	27600772	27600931	-	6.4596031824447016	49	Zm00001d028238	1
g524	B01	27695772	27695939	+	23.083938262246317	32	Zm00001d028240	1
g525	B01	27702523	27702930	-	136.50205174493485	9	Zm00001d028241	2
g526	B01	27817394	27817671	+	4.1718827823151345	140	Zm00001d028243	1
g527	B01	27828351	27828373	+	5.900480996526689	7	Zm00001d028245	1
g528	B01	27839638	27839919	-	9.602330420940447	92	Zm00001d028244	1
g529	B01	27990678	27990689	+	1.8103159387020031	2	Zm00001d028249	1
g530	B01	28052353	28052361	+	0.3720681214303266	5	Zm00001d028252	1
g531	B01	28066090	28066117	+	0.5231725472920231	3	Zm00001d028255	1
g532	B01	28086203	28086330	+	1.9547628099033316	65	Zm00001d028256	1
g533	B01	28103034	28103354	+	17.172166331864226	73	Zm00001d028257	1
g534	B01	28109687	28109840	-	1.340671988632705	65	Zm00001d028258	1
g535	B01	28171352	28171948	-	79.93264510980062	4	Zm00001d028260	2
g536	B01	28234837	28234974	-	3.216583787976204	68	Zm00001d028261	1
g537	B01	28392795	28393683	+	6.762029903469738	114	Zm00001d028262	2
g538	B01	28485527	28485598	-	0.5669500224959134	43	Zm00001d028263	1
g539	B01	28568660	28568811	+	1.2156320331168586	64	Zm00001d028264	1
g540	B01	28609245	28609602	+	5.984641233951379	255	Zm00001d028265	3
g541	B01	28617122	28617137	-	1.4015414912832371	11	Zm00001d028266	1
g542	B01	28641598	28642588	-	24.14646207020267	508	Zm00001d028267	2
g543	B01	28715102	28715316	+	7.845064661694944	59	Zm00001d028269	1
g544	B01	28789862	28790003	+	12.000101985841155	57	Zm00001d028272	1
g545	B01	28836724	28836905	-	1.7425762976244856	120	Zm00001d028275	1
g546	B01	28996663	28996851	+	13.17612001004984	81	Zm00001d028279	1
g547	B01	29046582	29046767	+	4.892481771962847	114	Zm00001d028280	2
g548	B01	29125597	29126047	+	26.50951861949943	66	Zm00001d028282	1
g549	B01	29167248	29167634	-	1.9237013492083024	303	Zm00001d028284	2
g550	B01	29180444	29180611	-	8.601600245289674	63	Zm00001d028285	1
g551	B01	29234616	29234709	+	0.4617195219330355	65	Zm00001d028286	1
g552	B01	29407101	29407392	+	3.6723864153574075	172	Zm00001d028293	1
g553	B01	29450404	29450670	+	5.275760502915159	134	Zm00001d028294	2
g554	B01	29508865	29509074	+	13.872385983948911	47	Zm00001d028296	1
g555	B01	29515559	29515710	+	1.984473127889586	115	Zm00001d028297	2
g556	B01	29611601	29611821	+	68.99968826188457	26	Zm00001d028298	1
g557	B01	29671354	29671543	+	6.809437609243293	38	Zm00001d028299	1
g558	B01	29788046	29788057	-	1.881570762044802	7	Zm00001d028303	1
g559	B01	29831584	29832219	-	17.973291707047142	574	Zm00001d028304	1
g560	B01	29960882	29960899	-	1.5638589425992186	2	Zm00001d028307	1
g561	B01	29985883	29986079	+	4.50034708296987	110	Zm00001d028308	1
g562	B01	30089940	30089962	+	1.9467762159360782	10	Zm00001d028311	1
g563	B01	30246558	30246567	+	0.5938312898959008	4	Zm00001d028312	1
g564	B01	30517739	30518104	+	22.078083374255637	30	Zm00001d028317	1
g565	B01	30799640	30799899	-	3.115763325596377	199	Zm00001d028325	2
g566	B01	31049895	31049951	-	16.634001375359627	7	Zm00001d028330	1
g567	B01	31060516	31060779	-	17.684221228722777	155	Zm00001d028332	1
g568	B01	31190787	31190949	+	22.656888140836873	27	Zm00001d028338	1
g569	B01	31218754	31218925	-	3.635706844098776	148	Zm00001d028339	2
g570	B01	31328759	31328822	-	0.33233036975081054	42	Zm00001d028341	1
g571	B01	31356212	31356350	-	5.383978092103398	81	Zm00001d028344	1
g572	B01	31550982	31551227	-	49.87335343821438	4	Zm00001d028348	1
g573	B01	31557655	31557690	-	5.8681687892373455	5	Zm00001d028349	1
g574	B01	31683671	31683817	+	2.258578269229857	80	Zm00001d028352	1
g575	B01	31750013	31750302	-	3.727478401800816	193	Zm00001d028354	1
g576	B01	31806669	31806787	-	0.6829790197895459	80	Zm00001d028355	1
g577	B01	31888024	31888224	+	1.5533865405388898	159	Zm00001d028358	1
g578	B01	32043649	32043921	+	28.32452066260035	101	Zm00001d028359	1
g579	B01	32049641	32049806	+	5.052098750659856	92	Zm00001d028360	1
g580	B01	32072453	32072476	-	3.9002881846945816	3	Zm00001d028361	1
g581	B01	32137549	32137771	+	2.4147272972129494	105	Zm00001d028362	1
g582	B01	32150620	32151047	-	10.89144586821581	112	Zm00001d028363	1
g583	B01	32249762	32249852	-	0.37805674316922505	56	Zm00001d028365	1
g584	B01	32274156	32274164	-	0.675824171402291	4	Zm00001d028366	1
g585	B01	32294835	32294848	+	0.5469089150726051	11	Zm00001d028367	1
g586	B01	32324762	32325007	+	4.8625378197232445	100	Zm00001d028368	2
g587	B01	32354583	32354911	+	7.1371890679479755	144	Zm00001d028369	1
g588	B01	32363618	32363868	+	7.679520096336684	160	Zm00001d028370	1
g589	B01	32442261	32442567	-	12.763728495932364	95	Zm00001d028372	1
g590	B01	32478063	32478243	-	5.762324117829737	87	Zm00001d028373	1
g591	B01	32503535	32504153	-	48.06982487481961	232	Zm00001d028374	2
g592	B01	32606427	32606666	-	9.845309815046122	86	Zm00001d028375	1
g593	B01	32606751	32606901	+	9.11783025254488	49	Zm00001d028377	1
g594	B01	32679469	32679649	+	10.50094632059397	34	Zm00001d028380	1
g595	B01	32802003	32806992	+	34.7850152611047	4871	Zm00001d028384	2
g596	B01	32816660	32816699	+	2.3258162253254633	10	Zm00001d028385	1
g597	B01	32861028	32862013	-	13.78715928869226	599	Zm00001d028386	3
g598	B01	32950207	32950366	-	1.8676109981873812	127	Zm00001d028388	1
g599	B01	33037044	33037065	-	3.331569958619619	2	Zm00001d028389	1
g600	B01	33118034	33118199	-	10.298630432803378	89	Zm00001d028391	1
g601	B01	33150176	33150347	-	18.75708299709727	103	Zm00001d028392	1
g602	B01	33310576	33310728	-	23.2164987440987	62	Zm00001d028396	1
g603	B01	33440902	33441139	+	6.0911222099467865	160	Zm00001d028397	1
g604	B01	33451481	33452771	+	5.770746556343766	1228	Zm00001d028398	2
g605	B01	33545656	33546852	-	34.3311096282382	581	Zm00001d028399	1
g606	B01	33596811	33597292	+	16.841406833047753	0	Zm00001d028400	2
g607	B01	33647421	33647470	+	2.368251889933717	8	Zm00001d028401	1
g608	B01	33739265	33739448	-	12.993900782956615	69	Zm00001d028404	1
g609	B01	33745306	33746030	-	52.444430703833454	7	Zm00001d028405	5
g610	B01	33754264	33754753	-	21.52193336326287	146	Zm00001d028406	2
g611	B01	33804048	33804196	-	5.588653362402827	79	Zm00001d028409	1
g612	B01	33852914	33852984	-	0.6958384496188078	42	Zm00001d028410	1
g613	B01	34030234	34030762	+	38.80285406738029	319	Zm00001d028412	2
g614	B01	34111474	34111490	-	1.0062992381700966	13	Zm00001d028413	1
g615	B01	34143747	34143888	-	6.80680006593091	56	Zm00001d028414	1
g616	B01	34144529	34144723	+	15.055111932361946	60	Zm00001d028415	1
g617	B01	34211624	34211887	+	8.977892918073428	141	Zm00001d028416	1
g618	B01	34223465	34223648	-	12.306813772412447	80	Zm00001d028417	1
g619	B01	34331916	34331922	-	1.0638079965677179	4	Zm00001d028419	1
g620	B01	34508031	34508113	+	0.6924186574493651	74	Zm00001d028422	1
g621	B01	34540076	34540414	+	6.69878832406336	193	Zm00001d028423	1
g622	B01	34542447	34542626	+	10.453509236277842	62	Zm00001d028424	1
g623	B01	34589898	34590046	+	2.9957668175187657	89	Zm00001d028425	1
g624	B01	34649018	34649100	+	13.39869890113198	36	Zm00001d028426	1
g625	B01	34657589	34657847	+	6.577382540844826	116	Zm00001d028427	1
g626	B01	34704802	34705004	-	5.445446387590222	37	Zm00001d028428	1
g627	B01	34712894	34713210	-	14.299187499897124	157	Zm00001d028429	1
g628	B01	34959709	34960021	+	43.86370574033724	65	Zm00001d028436	1
g629	B01	34970571	34971085	+	34.925964322325534	157	Zm00001d028438	1
g630	B01	35020257	35020587	+	4.22529145335276	139	Zm00001d028439	1
g631	B01	35119030	35119133	-	0.9641534482692862	80	Zm00001d028440	2
g632	B01	35135677	35136016	-	2.8229298226848374	249	Zm00001d028443	3
g633	B01	35205324	35205345	-	1.4825966689079397	10	Zm00001d028445	1
g634	B01	35262955	35263003	+	7.228617990507171	3	Zm00001d028447	1
g635	B01	35278538	35278955	-	66.31521416784388	101	Zm00001d028450	1
g636	B01	35301786	35302385	-	7.14310333890279	547	Zm00001d028451	4
g637	B01	35374948	35375013	-	0.37447045571438525	10	Zm00001d028452	1
g638	B01	35476096	35476247	-	9.172440513224988	63	Zm00001d028453	1
g639	B01	35502586	35502784	+	2.7630767372311666	176	Zm00001d028456	2
g640	B01	35508527	35508580	+	1.4163187322417552	6	Zm00001d028457	1
g641	B01	35511656	35511848	-	9.966842501767285	66	Zm00001d028458	1
g642	B01	35712395	35712638	+	2.882221006248421	67	Zm00001d028463	1
g643	B01	35718851	35768447	+	13.158975118908812	49442	Zm00001d028464	2
g644	B01	35816234	35816445	+	1.2927211650814725	121	Zm00001d028465	1
g645	B01	35934601	35934676	-	0.48327289758517433	67	Zm00001d028469	1
g646	B01	35960410	35962185	+	46.68979768804881	1374	Zm00001d028471	5
g647	B01	35970424	35970663	-	4.230794313892552	213	Zm00001d028472	2
g648	B01	36140570	36141804	+	64.95545449205497	366	Zm00001d028474	2
g649	B01	36211869	36212105	+	38.77257651022203	13	Zm00001d028475	1
g650	B01	36246208	36246406	+	19.903421382661012	0	Zm00001d028477	1
g651	B01	36474405	36475021	+	98.63028551032885	391	Zm00001d028481	3
g652	B01	36510895	36511066	-	1.9635478932960295	115	Zm00001d028482	1
g653	B01	36588494	36588600	+	3.6507316079637304	2	Zm00001d028484	1
g654	B01	36671783	36671983	+	2.2078629417842293	71	Zm00001d028485	1
g655	B01	36754733	36754853	+	2.065807508812053	87	Zm00001d028486	2
g656	B01	36826370	36826534	+	26.172752876501107	53	Zm00001d028490	1
g657	B01	36899151	36899723	-	13.800469880259339	374	Zm00001d028493	1
g658	B01	37284221	37284346	+	1.971232109932949	64	Zm00001d028504	1
g659	B01	37342746	37343381	+	27.100401075625474	14	Zm00001d028505	2
g660	B01	37475825	37476111	+	37.44642487209749	152	Zm00001d028509	1
g661	B01	37502448	37502889	-	15.85677072876475	7	Zm00001d028510	2
g662	B01	37594274	37594514	-	16.700470404441102	65	Zm00001d028511	1
g663	B01	37678277	37678633	+	2.968387007602528	315	Zm00001d028512	3
g664	B01	37762791	37762944	+	3.4676583167095667	69	Zm00001d028513	1
g665	B01	37846423	37846553	-	4.383041815388729	77	Zm00001d028514	1
g666	B01	37927083	37927279	-	17.717041506916996	90	Zm00001d028515	1
g667	B01	38045809	38046107	+	16.168560177083265	110	Zm00001d028522	1
g668	B01	38187801	38187812	+	0.3527577537048357	3	Zm00001d028526	1
g669	B01	38234380	38234663	+	4.093421408108342	165	Zm00001d028528	1
g670	B01	38258340	38258630	-	67.72879541497399	52	Zm00001d028529	1
g671	B01	38320563	38320680	+	4.637620378169831	40	Zm00001d028530	1
g672	B01	38338662	38338925	+	7.911124741455364	195	Zm00001d028531	1
g673	B01	38393443	38393653	+	13.276542990691311	99	Zm00001d028532	1
g674	B01	38404083	38404743	+	11.39369340812821	403	Zm00001d028533	2
